Property_ID,Square_Footage,Num_Bedrooms,Age_of_House_Years,Sale_Price
1888,2914,4,68.0,477075.61
1889,2903,3,89.3,442345.24
1890,2089,5,19.1,396129.86
1891,3607,5,29.7,650773.36
1892,1916,4,10.5,394679.19
1893,1889,5,30.5,386961.68
1894,600,1,97.2,62683.81
1895,1642,2,96.3,230495.76
1896,2682,3,76.0,432391.75
1897,3251,4,52.1,580129.63
1898,1336,3,78.1,272141.6
1899,2370,5,55.3,464004.93
1900,2838,4,0.4,548062.75
1901,2009,3,50.2,380780.64
1902,600,2,59.9,92537.73
1903,2198,3,26.6,385595.87
1904,2609,5,20.3,513196.48
1905,1242,2,27.4,241441.25
1906,1797,3,62.4,323097.44
1907,1076,2,14.6,254201.5
1908,600,3,72.0,147974.44
1909,2822,5,42.3,487211.93
1910,1997,4,35.3,381578.28
1911,3278,5,80.7,529100.93
1912,2686,6,50.6,482981.99
1913,1717,4,37.8,294506.23
1914,1933,2,87.8,303037.63
1915,2453,5,36.8,418870.51
1916,2774,4,85.9,467233.31
1917,2258,2,50.4,412325.29
1918,2884,5,20.8,554217.84
1919,1763,3,61.3,311721.75
1920,1202,2,28.5,275835.32
1921,1948,3,14.7,383613.73
1922,2164,3,8.7,391109.07
1923,1039,4,24.2,249641.87
1924,931,1,73.7,194717.92
1925,2358,5,83.8,384344.09
1926,1675,3,86.2,242809.24
1927,1867,2,27.0,353810.85
1928,1712,3,66.1,293320.84
1929,3216,4,23.0,560671.63
1930,3009,4,62.3,480049.55
1931,1010,2,88.7,111770.31
1932,1574,1,4.1,261417.75
1933,2680,5,98.5,488555.08
1934,2482,3,82.7,400911.11
1935,1967,2,76.2,265057.92
1936,1090,1,69.1,202793.12
1937,1454,5,77.0,312348.94
1938,1587,1,99.5,254213.22
1939,2222,4,77.0,371121.41
1940,3363,5,35.2,594601.67
1941,1450,2,61.4,251826.95
1942,1179,3,33.7,279922.32
1943,1913,4,97.0,305472.24
1944,2825,4,90.0,442878.49
1945,842,1,56.8,163282.3
1946,3163,6,78.1,582179.47
1947,1862,4,91.0,315205.28
1948,1413,2,24.4,289222.98
1949,720,2,57.9,144452.62
1950,2565,4,48.2,449931.58
1951,1863,2,77.2,276990.74
1952,2137,4,37.9,371376.9
1953,1279,3,70.9,214762.48
1954,1745,3,40.3,300109.07
1955,1611,3,11.1,334851.07
1956,1920,2,10.7,389868.93
1957,1464,4,11.9,325175.73
1958,773,1,3.3,155330.83
1959,4183,6,53.3,746196.57
1960,909,1,67.2,155019.82
1961,2145,3,12.7,418982.38
1962,600,2,61.2,108067.17
1963,600,2,59.8,150515.21
1964,2078,5,14.7,453139.12
1965,2139,4,40.4,393921.71
1966,3009,5,75.5,533900.44
1967,2320,3,1.7,469196.75
1968,1880,2,14.7,338609.86
1969,1240,3,99.6,199302.76
1970,3199,6,73.4,563161.19
1971,2743,3,46.4,441874.07
1972,1003,2,63.0,191107.45
1973,2030,4,84.6,372365.39
1974,2115,2,84.2,326268.48
1975,1723,3,32.5,335970.14
1976,2617,3,49.1,483211.21
1977,2665,2,63.8,418576.8
1978,1848,3,7.2,375454.87
1979,1775,3,94.6,271340.97
1980,3199,5,43.3,555303.0
1981,2746,6,37.1,530778.35
1982,2058,4,90.7,352166.21
1983,697,1,11.8,173963.81
1984,2275,4,3.9,450013.1
1985,2558,4,68.5,450528.38
1986,600,2,38.5,180837.74
1987,2201,4,76.4,405489.7
1988,1667,3,6.9,348025.97
1989,1823,2,38.4,335372.1
1990,1274,1,23.5,229801.43
1991,1881,3,74.0,314001.75
1992,3114,5,22.7,586237.91
1993,1643,2,45.8,292005.63
1994,2772,5,81.9,495115.26
1995,1355,2,91.5,241695.58
1996,2607,5,72.3,455697.39
1997,2001,2,42.9,295581.31
1998,2282,4,57.2,457395.85
1999,2006,3,69.0,324412.44
2000,2513,3,87.5,406834.43
2001,600,1,88.9,102101.39
2002,864,3,93.1,185346.78
2003,2334,2,81.1,410393.97
2004,600,1,14.7,134159.34
2005,1576,3,74.8,301331.08
2006,1957,6,81.5,373332.11
2007,1337,2,87.8,278900.38
2008,1447,2,92.5,250575.77
2009,2217,3,50.9,382380.36
2010,2807,6,65.5,488815.76
2011,1233,1,1.0,183521.03
2012,1540,2,57.3,282044.21
2013,1415,1,47.3,264605.35
2014,600,2,96.2,111652.03
2015,2113,5,90.2,310977.89
2016,2748,5,79.8,441941.41
2017,2813,3,5.7,524411.05
2018,1303,3,40.2,302925.79
2019,999,1,69.6,157777.78
2020,2017,3,3.0,422465.1
2021,2663,5,23.6,479724.73
2022,2124,4,88.8,362777.63
2023,2231,4,13.0,427401.04
2024,2913,5,5.1,587529.86
2025,1409,1,58.1,216407.23
2026,1824,4,94.6,349808.15
2027,3308,6,83.5,561737.21
2028,1843,2,97.5,251721.62
2029,986,1,75.4,126710.46
2030,1465,4,43.7,279199.74
2031,1249,3,94.7,215884.87
2032,2286,5,42.7,418519.84
2033,1283,1,35.0,208930.5
2034,2217,1,44.8,383939.53
2035,1411,3,81.4,161251.62
2036,600,1,91.8,70837.48
2037,2245,3,35.8,369779.48
2038,2119,5,46.2,384156.34
2039,2414,5,89.8,421327.56
2040,1462,3,4.7,305405.69
2041,1376,2,78.4,216301.36
2042,2321,4,45.4,451550.3
2043,3215,6,37.7,591788.08
2044,2009,2,44.7,390747.72
2045,2340,4,41.9,445309.54
2046,1743,2,75.7,256752.77
2047,765,3,92.8,183866.5
2048,2774,5,49.1,508736.17
2049,2727,4,83.3,499224.99
2050,2569,4,73.2,430142.05
2051,1854,2,33.1,338451.33
2052,2478,6,58.7,475517.75
2053,2715,6,66.7,489701.9
2054,3296,6,2.3,664318.05
2055,2791,6,39.6,575288.11
2056,2051,4,99.3,280903.29
2057,953,2,63.7,192339.95
2058,2125,5,33.4,394647.88
2059,2205,4,25.0,355927.87
2060,2567,4,20.9,491216.93
2061,3083,6,40.2,583300.52
2062,1924,4,19.3,400141.92
2063,3681,5,13.5,675610.8
2064,600,1,36.4,147750.57
2065,2335,4,60.7,396613.8
2066,1361,1,14.6,264021.43
2067,600,1,4.4,168906.69
2068,1839,2,3.5,386903.28
2069,834,1,26.7,169805.4
2070,1871,4,19.0,370094.53
2071,2028,4,53.9,369678.6
2072,2895,5,45.6,492952.56
2073,794,2,32.5,192359.28
2074,2727,5,83.4,430933.65
2075,2078,1,50.5,346078.34
2076,2823,5,9.2,543241.96
2077,1655,1,29.6,250814.54
2078,934,2,97.3,104884.21
2079,1026,1,97.7,119399.53
2080,967,1,25.5,181077.72
2081,2382,5,16.7,505933.09
2082,3182,4,49.6,544876.57
2083,1548,4,48.1,317344.98
2084,2503,5,41.0,499304.12
2085,781,2,52.9,181630.6
2086,2144,4,23.2,412847.88
2087,2535,4,11.5,463417.52
2088,842,2,57.0,173134.45
2089,1837,3,93.3,278802.86
2090,2573,4,13.8,530300.17
2091,600,1,70.5,120309.78
2092,3068,4,43.8,540385.67
2093,2283,3,29.4,426748.67
2094,2573,4,85.3,432158.42
2095,1670,2,45.6,284772.42
2096,622,2,58.3,139100.29
2097,2427,3,44.3,417533.2
2098,1934,3,8.1,427017.24
2099,2026,5,59.5,363990.04
2100,2870,6,41.9,549712.66
2101,2610,6,8.7,504991.31
2102,3537,5,59.6,588055.96
2103,2123,4,1.0,383008.08
2104,1447,1,20.9,275655.25
2105,1849,3,78.1,296552.79
2106,2333,4,3.8,484000.54
2107,2813,4,64.7,490547.82
2108,826,1,95.0,116629.06
2109,2007,3,17.1,347092.13
2110,3288,4,41.7,584453.68
2111,1808,4,57.5,318606.53
2112,2745,4,45.0,449895.77
2113,2394,4,62.0,430232.62
2114,2765,5,40.4,475964.88
2115,1352,2,14.9,218641.55
2116,1356,2,8.9,308704.81
2117,2016,3,74.4,323826.25
2118,774,3,23.9,148397.88
2119,1784,4,84.7,285739.18
2120,2202,4,74.3,362831.53
2121,3428,5,4.9,663849.43
2122,2322,4,20.1,400628.92
2123,2500,5,29.2,443167.93
2124,2932,6,59.4,556751.49
2125,1228,1,81.0,173170.52
2126,1868,4,6.0,391072.16
2127,3940,6,25.0,698758.15
2128,1937,2,37.6,390967.47
2129,2893,5,18.3,512037.45
2130,2771,4,54.5,489079.52
2131,818,2,47.8,202033.72
2132,2248,3,31.6,397505.7
2133,2117,3,51.7,352354.7
2134,2264,3,35.6,425311.85
2135,1397,3,34.3,302196.09
2136,1106,2,26.5,204670.77
2137,1619,3,54.0,331169.88
2138,1922,3,44.4,349051.3
2139,2948,5,19.6,564213.05
2140,3454,5,1.3,679269.73
2141,3117,6,15.1,614695.14
2142,2688,3,4.3,494767.0
2143,1197,1,43.2,193232.29
2144,1673,1,22.5,365654.89
2145,2168,2,42.0,351838.17
2146,1494,3,32.9,300697.24
2147,2462,5,53.8,464008.55
2148,2576,6,72.4,482423.39
2149,2429,3,47.9,474205.31
2150,2820,5,6.2,544231.82
2151,1276,2,1.8,267622.51
2152,2746,5,21.3,558648.46
2153,1443,3,42.5,274055.5
2154,1247,1,4.5,270358.21
2155,2426,6,32.8,482541.04
2156,2973,6,88.7,538012.32
2157,2390,3,9.0,464434.69
2158,2017,2,94.9,296590.88
2159,2248,4,85.7,332565.94
2160,2109,4,83.2,317959.79
2161,1099,3,86.4,144747.85
2162,1006,1,8.0,207216.06
2163,1937,4,15.1,329640.91
2164,2064,2,13.4,374850.45
2165,2009,4,11.1,405794.84
2166,2541,4,32.8,486338.76
2167,1828,5,83.0,345392.14
2168,2450,3,25.2,464890.16
2169,1884,5,24.4,398409.89
2170,3459,4,67.6,566690.36
2171,2065,2,9.7,379346.42
2172,3873,5,36.0,655836.5
2173,2282,4,29.5,434368.06
2174,1829,2,84.7,246961.04
2175,1280,1,51.5,242490.78
2176,846,2,64.6,131267.27
2177,1207,2,12.9,254573.39
2178,1296,2,92.9,208123.5
2179,2316,4,32.2,460671.9
2180,1579,4,70.7,248273.81
2181,2150,4,95.5,347993.43
2182,3026,6,50.9,566954.29
2183,1930,3,50.8,387676.77
2184,3663,5,11.7,664099.35
2185,1059,2,39.0,192769.31
2186,1880,2,85.2,344477.52
2187,1569,3,13.5,339605.5
2188,2749,5,91.8,498290.5
2189,600,1,66.7,71376.73
2190,846,1,42.1,171251.44
2191,1914,4,54.6,326296.99
2192,3241,5,15.0,566484.17
2193,2181,3,21.7,419298.34
2194,919,2,28.6,211233.51
2195,1042,1,38.5,178462.01
2196,3338,6,91.6,603259.17
2197,1503,2,36.8,266818.98
2198,1246,2,52.4,218243.66
2199,3182,5,16.2,588436.94
2200,2809,5,73.6,481398.57
2201,3019,6,56.0,579959.09
2202,1240,1,44.0,189764.82
2203,780,2,94.7,102366.5
2204,2107,3,89.1,310012.74
2205,2268,5,66.0,459527.03
2206,2292,4,92.2,371942.02
2207,3183,5,56.5,538054.54
2208,613,1,82.7,83612.34
2209,2688,6,40.9,531669.59
2210,1123,2,8.7,258104.6
2211,2685,5,99.4,433838.64
2212,1620,2,16.6,299759.82
2213,1349,4,25.2,255842.44
2214,1512,3,16.3,312219.81
2215,844,1,33.7,196659.57
2216,2032,3,28.9,362113.16
2217,1382,3,60.1,270107.15
2218,2629,4,99.6,410080.37
2219,2512,2,5.3,425208.05
2220,3351,6,77.8,597381.55
2221,2293,5,12.8,517401.88
2222,2417,6,2.0,514548.79
2223,3120,5,63.9,531567.45
2224,1498,3,87.3,241100.63
2225,809,2,17.6,234975.75
2226,2160,3,34.2,399345.4
2227,862,2,16.9,176652.08
2228,3963,6,90.7,660373.77
2229,3164,6,27.0,598349.68
2230,3731,6,44.5,675803.31
2231,2050,4,89.5,383721.67
2232,2440,4,55.3,463667.93
2233,1632,5,93.3,300127.99
2234,2706,5,92.6,455746.59
2235,1028,2,46.2,207171.56
2236,600,1,58.2,93203.55
2237,1367,2,23.0,291125.09
2238,836,2,99.1,121070.34
2239,3182,5,27.8,592307.2
2240,3453,5,78.3,623116.78
2241,878,1,31.3,185482.64
2242,3033,5,31.3,560674.2
2243,2761,3,10.4,487906.28
2244,744,1,56.0,129856.48
2245,1688,2,24.5,285212.15
2246,1536,3,14.8,326858.42
2247,2598,5,22.7,443207.63
2248,1017,4,25.1,266672.71
2249,1921,4,50.4,376115.41
2250,1451,1,38.6,254230.71
2251,2379,4,7.5,447485.36
2252,1827,4,53.6,340761.22
2253,1572,3,78.8,223429.45
2254,1829,4,57.4,359006.2
2255,3629,6,97.5,602291.17
2256,1666,2,9.9,359848.76
2257,1167,4,82.1,229157.57
2258,2467,4,50.6,445380.43
2259,1885,2,52.2,331046.09
2260,868,3,51.9,159284.24
2261,3785,5,32.5,655449.65
2262,1718,1,32.5,300059.32
2263,1698,4,63.2,306588.33
2264,2128,4,4.5,411205.98
2265,3384,6,58.9,593437.21
2266,656,1,72.5,106535.99
2267,2221,4,35.6,472612.45
2268,3670,6,21.7,664976.66
2269,2103,3,21.3,376443.31
2270,1012,3,8.2,236434.6
2271,1505,1,9.0,321112.33
2272,2166,4,16.7,460892.26
2273,3065,6,1.9,646943.62
2274,1729,3,26.6,334575.55
2275,2661,6,30.6,530677.66
2276,852,2,99.5,101931.69
2277,845,2,99.2,118578.96
2278,1614,3,18.7,294258.97
2279,3150,6,21.3,607288.9
2280,2055,3,49.2,364857.81
2281,2232,2,14.9,408551.99
2282,2222,5,50.4,396821.58
2283,2887,6,39.9,562366.01
2284,1512,3,32.5,235654.45
2285,2551,4,82.3,420540.88
2286,1335,1,82.8,196334.47
2287,3587,6,98.8,548478.78
2288,1360,1,22.3,260756.16
2289,1294,1,88.8,183706.2
2290,2440,4,53.8,447000.25
2291,2064,3,59.1,407278.96
2292,2261,4,89.6,385562.14
2293,2182,3,94.3,371206.07
2294,1128,1,72.7,210578.93
2295,3291,4,34.8,588123.28
2296,2715,4,49.0,456429.67
2297,3087,4,61.5,482841.51
2298,1577,1,82.9,244618.25
2299,2333,4,65.8,397307.74
2300,2158,2,36.5,406554.22
2301,2902,5,41.8,514991.48
2302,2928,5,5.0,559807.31
2303,2154,3,92.4,315183.3
2304,786,2,8.8,182254.66
2305,3424,4,58.0,553634.66
2306,2445,3,87.2,370729.67
2307,1513,2,42.1,271960.42
2308,2325,5,80.0,394567.01
2309,791,2,80.4,200075.67
2310,2844,6,6.0,582709.67
2311,823,1,41.2,182594.5
2312,1823,3,69.1,310395.64
2313,2196,3,42.2,393255.52
2314,2831,3,54.5,465296.8
2315,2085,4,59.4,440802.89
2316,2508,3,15.1,456380.05
2317,1977,5,41.2,373497.73
2318,1974,2,2.8,354972.84
2319,2068,4,15.0,416613.66
2320,1849,2,51.2,351895.23
2321,651,1,57.4,143937.11
2322,1385,3,14.6,272143.11
2323,2196,3,75.6,344426.87
2324,1801,2,37.3,351467.68
2325,1875,2,92.1,340132.54
2326,1741,5,38.8,351511.92
2327,1309,2,15.0,294530.71
2328,1606,3,75.8,238610.16
2329,1755,3,56.8,291737.82
2330,2004,4,38.7,354424.99
2331,2315,3,35.6,424078.77
2332,1856,3,15.1,356864.08
2333,1176,2,34.1,235085.55
2334,882,1,2.9,225430.37
2335,4078,6,50.2,695178.69
2336,1096,3,89.7,190011.93
2337,1585,3,79.5,235675.23
2338,2414,4,2.9,498912.95
2339,2289,1,88.1,365259.52
2340,2417,4,45.2,445411.22
2341,1646,2,19.1,314627.09
2342,2191,3,75.2,350728.35
2343,2049,2,32.3,326631.39
2344,1750,3,25.3,344873.07
2345,2196,2,16.1,415399.55
2346,2844,5,48.7,563154.54
2347,1982,4,9.3,389989.74
2348,1988,3,78.6,337105.49
2349,2855,6,47.1,558456.14
2350,2769,4,44.7,518205.21
2351,3267,6,0.2,614339.91
2352,600,1,81.8,82591.91
2353,2724,6,49.3,496044.27
2354,2481,5,44.0,439412.32
2355,1291,3,76.1,264530.94
2356,2201,3,6.3,421685.96
2357,2841,3,36.7,489959.43
2358,1337,2,57.6,240683.99
2359,2354,5,46.1,442597.84
2360,2697,5,18.2,509494.45
2361,1143,1,29.9,193468.95
2362,1886,2,30.0,378015.97
2363,2241,5,99.2,367535.53
2364,1363,3,32.6,250091.43
2365,1297,1,20.5,241121.54
2366,1892,1,82.3,336926.91
2367,2641,4,42.1,451916.97
2368,2515,2,44.4,439481.28
2369,1311,2,54.9,226580.58
2370,2522,6,59.6,476765.05
2371,1331,1,59.1,240460.07
2372,712,1,3.4,126047.8
2373,1706,4,81.9,277984.08
2374,2898,6,19.5,581812.09
2375,2525,4,29.2,467798.91
2376,1999,3,17.3,386272.5
2377,1667,2,76.7,286468.46
2378,1688,3,58.4,279267.32
2379,2087,4,75.5,389003.12
2380,1145,3,65.3,234972.72
2381,1722,2,10.4,335925.24
2382,1828,3,30.1,356783.31
2383,919,1,50.7,191393.13
2384,1329,2,30.5,240108.42
2385,2328,5,20.7,474149.61
2386,2008,4,87.0,385223.97
2387,1753,2,74.8,299142.96
2388,1271,2,34.5,237472.56
2389,3261,5,76.5,610904.15
2390,1330,3,62.8,250067.27
2391,2201,4,0.4,474811.93
2392,1610,1,38.0,265540.75
2393,2029,3,29.0,402806.06
2394,2366,4,21.8,433806.68
2395,904,2,25.2,203557.45
2396,1995,3,94.2,303692.31
2397,2953,4,48.6,561573.53
2398,3409,5,84.8,563005.02
2399,1896,3,21.4,334564.32
2400,2033,3,17.4,388375.66
2401,3769,6,88.9,647674.2
2402,2908,4,49.6,505878.6
2403,1506,3,89.5,228954.82
2404,1505,3,6.3,341640.61
2405,2765,6,91.6,512914.66
2406,1191,3,41.5,199215.44
2407,2870,5,15.5,521144.69
2408,2267,4,68.3,391393.69
2409,2414,3,79.7,380074.64
2410,1795,2,4.7,358608.89
2411,1496,2,98.7,271411.25
2412,3170,6,69.7,550215.01
2413,1803,3,32.1,379155.9
2414,1671,4,15.1,311838.17
2415,1936,4,39.3,380392.86
2416,2154,3,22.1,385586.96
2417,1175,2,49.4,228652.49
2418,1548,3,78.2,220728.34
2419,1506,2,66.0,220954.81
2420,2676,4,43.6,488408.02
2421,1291,3,11.9,263384.46
2422,600,1,95.7,70349.51
2423,600,1,27.0,179277.49
2424,824,1,27.8,169812.52
2425,3089,6,64.6,574247.74
2426,2013,2,77.1,301327.43
2427,2401,4,98.4,357887.69
2428,2429,5,96.9,409798.48
2429,2045,3,91.4,291387.42
2430,1940,4,43.5,348710.17
2431,2836,5,16.7,543010.28
2432,2117,3,58.4,363010.78
2433,3119,5,1.7,599832.46
2434,2497,4,19.6,483858.05
2435,1506,3,0.3,290804.53
2436,1602,3,18.1,297308.77
2437,1418,1,47.5,185254.83
2438,2974,5,39.3,530370.97
2439,1676,3,36.9,335275.17
2440,1361,2,83.1,254955.69
2441,2256,5,67.5,414162.34
2442,1922,4,93.6,357716.18
2443,2236,3,44.5,404368.39
2444,3512,6,27.2,647707.86
2445,2730,4,12.3,494402.97
2446,2022,3,67.2,284908.81
2447,873,1,84.2,159190.45
2448,1600,3,18.4,318970.23
2449,2569,4,87.9,459757.19
2450,1063,3,52.6,188607.08
2451,3713,6,14.4,746144.05
2452,2012,3,64.3,339151.25
2453,2039,3,52.0,341941.06
2454,1467,3,2.8,307432.27
2455,2397,2,39.9,411871.95
2456,1074,1,78.5,161569.41
2457,3732,6,55.5,642482.84
2458,3054,6,28.2,530450.65
2459,2787,6,92.9,463650.47
2460,888,1,23.8,206038.57
2461,2164,5,25.3,407388.05
2462,2967,5,35.5,498755.14
2463,2474,3,89.5,368149.48
2464,1198,2,50.8,216873.81
2465,1480,2,68.2,228445.15
2466,1638,4,97.6,270602.94
2467,1517,3,78.3,239924.97
2468,3223,4,17.3,604885.59
2469,600,1,78.8,104202.92
2470,2525,4,74.8,484332.02
2471,966,1,23.3,181747.61
2472,1231,2,32.5,231500.03
2473,600,1,71.0,127777.29
2474,1561,2,23.8,304853.76
2475,3209,6,20.8,581157.38
2476,2212,5,70.3,414432.71
2477,1041,1,88.1,160615.58
2478,2814,4,7.5,481253.77
2479,2985,6,44.6,535794.61
2480,2083,3,60.7,363633.99
2481,3628,5,67.6,651254.85
2482,2657,4,99.6,446304.29
2483,2546,3,68.3,408183.53
2484,1357,3,62.0,231232.62
2485,2502,5,99.0,441064.6
2486,2173,3,6.1,355438.39
2487,2416,4,7.4,446255.52
2488,1452,1,56.1,273178.1
2489,2102,3,35.9,389027.27
2490,1347,4,9.7,285347.67
2491,600,1,30.6,100432.0
2492,2799,6,67.4,526895.01
2493,798,2,88.1,131196.09
2494,2086,5,9.4,424886.28
2495,2266,2,54.0,386037.91
2496,2261,4,29.6,429575.71
2497,1774,5,66.7,339911.55
2498,2217,5,54.9,380489.2
2499,2377,5,92.7,381752.49
2500,2588,4,3.8,513892.3
2501,3387,5,47.0,609425.8
2502,2187,3,19.3,417182.23
2503,2051,2,53.7,330044.65
2504,1275,3,85.4,237093.4
2505,2349,4,91.1,380176.06
2506,2534,4,39.8,490779.8
2507,1846,4,81.2,303286.98
2508,2436,4,28.1,439827.16
2509,1766,4,0.6,370609.38
2510,2537,5,85.5,458313.39
2511,2730,3,11.9,494070.07
2512,2719,5,1.8,532383.17
2513,2094,2,35.4,356006.41
2514,1168,2,37.9,231551.9
2515,1510,3,7.7,313554.12
2516,2476,3,81.4,381657.83
2517,3959,6,40.6,704584.87
2518,1727,3,49.0,318626.33
2519,2365,4,26.5,502324.99
2520,1555,2,51.2,257053.81
2521,1221,1,76.7,165827.1
2522,1459,2,90.6,233331.24
2523,600,1,97.1,52536.72
2524,3083,5,42.7,526485.83
2525,600,1,99.0,39874.82
2526,1789,3,29.5,320389.2
2527,1057,1,0.7,204244.73
2528,1292,1,76.8,165309.08
2529,3101,5,17.8,569618.05
2530,2161,5,5.2,385804.08
2531,1228,3,92.4,217573.43
2532,1528,5,79.2,276935.28
2533,1388,4,10.3,299742.22
2534,1965,2,77.7,327269.06
2535,2138,3,84.4,357473.62
2536,3516,6,90.5,579228.22
2537,600,1,54.4,122799.24
2538,1972,3,70.3,373249.4
2539,1748,5,76.2,300916.27
2540,2757,4,68.9,487303.25
2541,2284,3,64.7,358025.67
2542,2472,6,54.8,496380.91
2543,2276,3,47.9,380266.19
2544,1254,2,99.6,169656.94
2545,2969,6,33.8,587075.39
2546,2639,5,8.8,531827.87
2547,2732,5,76.5,456619.73
2548,3011,6,21.4,577728.27
2549,2334,3,53.3,384735.73
2550,3185,5,9.6,555267.43
2551,2302,4,61.9,410489.42
2552,1825,1,94.4,254318.85
2553,1995,5,72.3,342787.78
2554,1981,4,21.5,422605.09
2555,1584,3,97.1,232108.45
2556,3306,4,30.7,584932.51
2557,2237,2,43.7,407618.59
2558,2076,3,49.8,360149.25
2559,2311,5,99.1,374038.11
2560,4384,5,6.9,784532.4
2561,1095,3,69.7,214904.23
2562,1324,2,36.2,271559.55
2563,896,1,7.8,239914.21
2564,1814,3,93.5,280865.19
2565,2196,4,59.0,397107.68
2566,1628,2,75.4,232187.55
2567,1568,3,24.0,327628.59
2568,2114,1,76.2,325769.64
2569,1598,2,82.8,248954.73
2570,2248,4,43.1,397282.14
2571,2891,4,57.2,489182.81
2572,2542,2,97.2,389458.52
2573,2705,5,84.7,438857.37
2574,2869,4,44.5,497084.01
2575,2226,4,66.5,391151.04
2576,1873,3,78.4,274720.98
2577,1382,2,2.4,259071.26
2578,1687,4,58.8,299480.61
2579,1581,3,98.5,292593.5
2580,2585,5,94.7,416207.42
2581,2277,4,83.2,383559.98
2582,2557,5,10.6,474038.78
2583,1072,3,99.4,156866.6
2584,3145,5,61.0,511961.74
2585,1658,4,22.3,357624.9
2586,1120,3,67.4,175919.85
2587,1649,4,85.7,311503.39
2588,3987,6,11.2,740761.21
2589,1690,4,91.6,288299.9
2590,1740,3,92.0,305884.3
2591,1846,4,1.3,463402.88
2592,1881,4,90.0,332062.61
2593,1375,3,94.7,197503.05
2594,2115,4,3.8,461460.1
2595,2860,5,29.4,535119.48
2596,2251,4,37.3,470579.48
2597,1111,2,34.9,206087.51
2598,1725,3,75.9,325078.34
2599,1559,4,35.8,315197.72
2600,2042,4,95.7,406191.9
2601,3064,5,99.5,497960.57
2602,1881,3,31.7,426846.21
2603,1929,4,50.9,369641.59
2604,3422,5,55.8,614857.65
2605,2701,3,57.9,496306.08
2606,2459,3,37.4,414219.42
2607,3567,4,16.6,655997.94
2608,2392,3,5.5,442116.32
2609,600,1,10.6,150270.08
2610,2666,6,90.1,469873.23
2611,726,1,28.0,165780.27
2612,2362,4,7.7,471408.77
2613,629,1,62.4,95087.75
2614,1627,3,7.5,336146.78
2615,1709,1,7.0,257387.37
2616,1384,2,62.2,262628.7
2617,1721,5,59.1,378186.92
2618,2826,5,4.1,550347.52
2619,1429,2,46.0,217361.22
2620,2436,5,43.6,474112.23
2621,1227,2,54.7,201220.63
2622,1848,2,73.8,302730.33
2623,2259,5,28.3,458363.72
2624,1203,1,43.3,224488.84
2625,951,1,79.3,171251.97
2626,2394,4,92.3,398955.0
2627,2898,4,89.1,477728.2
2628,1937,4,47.8,380759.28
2629,1634,2,52.1,281645.92
2630,2125,4,52.9,369224.0
2631,2044,4,86.9,358403.22
2632,2194,3,84.0,328683.27
2633,600,3,31.2,158055.14
2634,1145,1,16.3,189277.61
2635,1324,4,37.9,264411.72
2636,2121,5,28.8,407243.97
2637,2149,5,95.1,346682.14
2638,2509,4,26.6,492590.04
2639,2206,3,18.1,436853.26
2640,959,4,89.9,214741.99
2641,3158,5,8.6,587085.61
2642,3018,4,26.0,531038.52
2643,993,1,43.9,198910.72
2644,2266,3,59.5,390501.73
2645,1524,3,32.8,300474.1
2646,2111,3,49.6,308356.25
2647,2843,4,19.9,539456.37
2648,3704,6,57.4,665257.44
2649,2601,5,40.8,482389.24
2650,2236,4,84.9,397855.42
2651,1728,3,41.6,335983.82
2652,2146,4,44.4,378977.64
2653,3088,5,59.2,535331.34
2654,1964,3,12.3,354551.77
2655,1291,3,15.7,312662.36
2656,704,1,79.0,131810.49
2657,2410,4,27.3,429278.56
2658,2198,3,68.5,385396.13
2659,1483,2,9.7,301620.65
2660,2821,4,82.2,450253.44
2661,1663,2,98.8,253499.93
2662,1892,4,37.4,385364.34
2663,1987,4,50.6,391105.58
2664,1719,2,44.3,360732.63
2665,2189,4,89.4,369172.21
2666,2921,4,1.0,541410.55
2667,1086,1,65.3,189676.76
2668,2391,2,65.2,381886.47
2669,2138,5,38.2,400486.59
2670,2123,2,21.9,357758.73
2671,2697,4,24.0,409684.0
2672,2039,2,80.0,340183.86
2673,2384,5,6.6,436362.41
2674,2573,4,56.4,428847.73
2675,1597,3,30.7,317313.84
2676,2239,4,26.5,416592.51
2677,1799,3,50.6,378123.42
2678,1894,3,89.8,269540.08
2679,1742,3,61.8,362820.67
2680,2377,3,78.9,422975.77
2681,2065,2,60.1,364422.71
2682,2316,3,69.8,422565.54
2683,1986,4,43.2,383422.69
2684,717,1,92.6,55890.14
2685,2025,3,50.2,371466.17
2686,2051,2,55.2,306491.14
2687,2194,2,52.5,353893.7
2688,1525,2,31.6,281502.83
2689,1044,3,23.1,210324.36
2690,2500,4,7.4,502744.31
2691,1781,3,71.8,299352.06
2692,2137,3,28.9,402640.68
2693,1775,4,38.9,344878.83
2694,1995,3,92.0,323810.23
2695,1641,2,56.6,258662.53
2696,1226,2,9.7,226782.72
2697,2379,6,80.0,429036.83
2698,1518,4,25.6,293056.7
2699,2131,4,55.3,420272.43
2700,2328,4,51.0,383990.6
2701,1531,3,23.8,364028.75
2702,1037,2,11.6,233838.95
2703,3941,6,21.1,715982.24
2704,1578,3,9.7,310406.32
2705,2499,4,27.6,479222.78
2706,3552,6,99.7,587909.32
2707,2632,3,40.2,465144.47
2708,1760,2,86.4,295934.51
2709,1946,4,54.9,374698.52
2710,1334,2,66.7,257769.88
2711,2705,5,15.6,531688.19
2712,2453,4,27.5,432183.84
2713,1588,2,51.0,225369.79
